"","Pools","Year","Max_RSYL","Max_AMAC","Max_Depth","Max_Length","Max_Width","Park","LatDD","LongDD","Freq","Mean.Lat","State","PDSI"
"3619","GETT2005_2F",2011,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3611","GETT2005_2F",2012,0,0,40,4.2,3.5,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3620","GETT2005_2F",2013,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3621","GETT2005_2F",2014,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3612","GETT2005_2F",2015,0,0,15,5,4,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3613","GETT2005_2F",2016,0,0,10,3,1,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3622","GETT2005_2F",2017,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3623","GETT2005_2F",2018,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3570","GETT2005_2C",2004,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3564","GETT2005_2C",2005,0,0,22,7.1,5.2,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3571","GETT2005_2C",2006,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3565","GETT2005_2C",2007,0,0,12,3.3,2.8,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3572","GETT2005_2C",2008,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3573","GETT2005_2C",2009,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3574","GETT2005_2C",2010,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3575","GETT2005_2C",2011,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3566","GETT2005_2C",2012,0,3,21,4,5.5,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3576","GETT2005_2C",2013,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3577","GETT2005_2C",2014,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3567","GETT2005_2C",2015,0,0,24,6,4,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3568","GETT2005_2C",2016,0,0,14,3.5,3,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3578","GETT2005_2C",2017,NA,NA,NA,NA,NA,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3569","GETT2005_2C",2018,0,0,20,3.7,2.4,"GET",39.80941,-77.2276,6,39.8026573719008,"PA","-1.74"
"3584","GETT2005_2D",2004,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3602","GETT2005_2E",2004,NA,NA,NA,NA,NA,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3579","GETT2005_2D",2005,0,8,24,7.2,4.5,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3594","GETT2005_2E",2005,0,4,20,4.8,4.5,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3585","GETT2005_2D",2006,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3595","GETT2005_2E",2006,0,4,13,2.6,2.4,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3580","GETT2005_2D",2007,0,6,10,4.6,3,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3596","GETT2005_2E",2007,0,2,13,2.1,1.8,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3586","GETT2005_2D",2008,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3603","GETT2005_2E",2008,NA,NA,NA,NA,NA,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3587","GETT2005_2D",2009,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3604","GETT2005_2E",2009,NA,NA,NA,NA,NA,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3588","GETT2005_2D",2010,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3605","GETT2005_2E",2010,NA,NA,NA,NA,NA,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3589","GETT2005_2D",2011,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3606","GETT2005_2E",2011,NA,NA,NA,NA,NA,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3581","GETT2005_2D",2012,4,8,21,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3597","GETT2005_2E",2012,0,0,38,3.8,3.1,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3590","GETT2005_2D",2013,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3607","GETT2005_2E",2013,NA,NA,NA,NA,NA,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3591","GETT2005_2D",2014,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3608","GETT2005_2E",2014,NA,NA,NA,NA,NA,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3592","GETT2005_2D",2015,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3598","GETT2005_2E",2015,0,0,37,4,3,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3593","GETT2005_2D",2016,NA,NA,NA,NA,NA,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3599","GETT2005_2E",2016,0,0,10,1.8,1.7,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3582","GETT2005_2D",2017,0,0,12,4,2,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3600","GETT2005_2E",2017,0,0,27,2.1,1.9,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3583","GETT2005_2D",2018,0,2,10,3.5,2.4,"GET",39.80916,-77.227,5,39.8026573719008,"PA","-3.02"
"3601","GETT2005_2E",2018,0,0,20,2.9,2.9,"GET",39.80916,-77.22729,8,39.8026573719008,"PA","-3.02"
"3539","GETT2005_2A",2004,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3534","GETT2005_2A",2005,2,7,40,6.2,4.5,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3540","GETT2005_2A",2006,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3535","GETT2005_2A",2007,0,0,15,3.4,2.5,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3541","GETT2005_2A",2008,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3542","GETT2005_2A",2009,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3543","GETT2005_2A",2010,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3544","GETT2005_2A",2011,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3536","GETT2005_2A",2012,0,0,22,3.8,2.7,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3545","GETT2005_2A",2013,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3546","GETT2005_2A",2014,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3537","GETT2005_2A",2015,0,0,13,11.5,7.5,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3547","GETT2005_2A",2016,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3548","GETT2005_2A",2017,NA,NA,NA,NA,NA,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3538","GETT2005_2A",2018,0,0,30,4.5,2.8,"GET",39.80884,-77.22863,5,39.8026573719008,"PA","-1.74"
"3630","GETT2005_2G",2004,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3624","GETT2005_2G",2005,0,9,30,2.8,2.7,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3625","GETT2005_2G",2006,0,0,12,2,1.9,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3626","GETT2005_2G",2007,0,0,15,3.3,2.6,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3631","GETT2005_2G",2008,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3632","GETT2005_2G",2009,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3633","GETT2005_2G",2010,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3634","GETT2005_2G",2011,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3627","GETT2005_2G",2012,0,7,16,3,2.7,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3635","GETT2005_2G",2013,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3636","GETT2005_2G",2014,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3628","GETT2005_2G",2015,0,0,21,2,2,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3637","GETT2005_2G",2016,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3629","GETT2005_2G",2017,0,0,21,2.7,2.2,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3638","GETT2005_2G",2018,NA,NA,NA,NA,NA,"GET",39.80531,-77.22194,6,39.8026573719008,"PA","-3.02"
"3643","GETT2005_2H",2004,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3639","GETT2005_2H",2005,0,8,23,2.8,2.5,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3640","GETT2005_2H",2006,0,2,16,3.1,2.5,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3644","GETT2005_2H",2007,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3645","GETT2005_2H",2008,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3646","GETT2005_2H",2009,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3647","GETT2005_2H",2010,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3648","GETT2005_2H",2011,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3649","GETT2005_2H",2012,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3650","GETT2005_2H",2013,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3651","GETT2005_2H",2014,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3652","GETT2005_2H",2015,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3641","GETT2005_2H",2016,0,0,8,2.5,2,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3642","GETT2005_2H",2017,0,0,10,2,1.5,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3653","GETT2005_2H",2018,NA,NA,NA,NA,NA,"GET",39.80518,-77.22179,4,39.8026573719008,"PA","-3.02"
"3689","GETTkn12",2004,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3684","GETTkn12",2005,0,0,14,4.8,5,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3690","GETTkn12",2006,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3691","GETTkn12",2007,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3692","GETTkn12",2008,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3693","GETTkn12",2009,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3694","GETTkn12",2010,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3695","GETTkn12",2011,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3685","GETTkn12",2012,0,0,20,3.6,2.5,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3696","GETTkn12",2013,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3697","GETTkn12",2014,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3686","GETTkn12",2015,0,0,20,2.5,2,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3687","GETTkn12",2016,0,0,15,1.7,1.6,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3688","GETTkn12",2017,0,0,21,4.1,2.5,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3698","GETTkn12",2018,NA,NA,NA,NA,NA,"GET",39.80496,-77.22198,5,39.8026573719008,"PA","-3.02"
"3798","GETTkn5",2004,NA,NA,NA,NA,NA,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3789","GETTkn5",2005,0,34,45,2.3,2.2,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3790","GETTkn5",2006,0,9,45,2.3,2,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3791","GETTkn5",2007,0,46,50,2.8,2.2,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3799","GETTkn5",2008,NA,NA,NA,NA,NA,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3800","GETTkn5",2009,NA,NA,NA,NA,NA,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3801","GETTkn5",2010,NA,NA,NA,NA,NA,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3802","GETTkn5",2011,NA,NA,NA,NA,NA,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3792","GETTkn5",2012,0,7,65,3,1.8,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3803","GETTkn5",2013,NA,NA,NA,NA,NA,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3793","GETTkn5",2014,0,0,23,2.4,1.9,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3794","GETTkn5",2015,0,0,69,3.1,2.6,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3795","GETTkn5",2016,0,1,57,2.5,1.9,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3796","GETTkn5",2017,0,2,54,3.1,2.1,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3797","GETTkn5",2018,0,0,62,3.25,2,"GET",39.79574,-77.23755,9,39.8026573719008,"PA","-3.02"
"3752","GETTkn2",2004,NA,NA,NA,NA,NA,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3744","GETTkn2",2005,0,1,52,18.25,6.5,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3745","GETTkn2",2006,0,0,40,13,5.4,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3746","GETTkn2",2007,0,0,63.5,20.5,7,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3753","GETTkn2",2008,NA,NA,NA,NA,NA,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3754","GETTkn2",2009,NA,NA,NA,NA,NA,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3755","GETTkn2",2010,NA,NA,NA,NA,NA,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3756","GETTkn2",2011,NA,NA,NA,NA,NA,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3757","GETTkn2",2012,NA,NA,NA,NA,NA,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3758","GETTkn2",2013,NA,NA,NA,NA,NA,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3747","GETTkn2",2014,0,0,75,13.5,8.2,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3748","GETTkn2",2015,0,0,85,16.4,10.2,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3749","GETTkn2",2016,0,0,100,20.8,5.6,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3750","GETTkn2",2017,0,0,81,15.4,6.6,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3751","GETTkn2",2018,0,0,55,11,5.5,"GET",39.794552,-77.275769,8,39.8026573719008,"PA","-3.02"
"3703","GETTkn13",2004,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3699","GETTkn13",2005,0,0,31,22.8,7.8,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3704","GETTkn13",2006,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3705","GETTkn13",2007,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3706","GETTkn13",2008,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3707","GETTkn13",2009,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3708","GETTkn13",2010,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3709","GETTkn13",2011,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3700","GETTkn13",2012,0,8,34,26,7.9,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3710","GETTkn13",2013,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3711","GETTkn13",2014,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3701","GETTkn13",2015,0,0,14,25.4,9,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3712","GETTkn13",2016,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3702","GETTkn13",2017,0,0,9,11.2,3.6,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3713","GETTkn13",2018,NA,NA,NA,NA,NA,"GET",39.79413,-77.24561,4,39.8026573719008,"PA","-3.02"
"3783","GETTkn4",2004,NA,NA,NA,NA,NA,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3774","GETTkn4",2005,19,21,65,8.3,4.5,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3775","GETTkn4",2006,2,18,58,6.9,4.2,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3776","GETTkn4",2007,8,24,53,8.9,4.2,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3784","GETTkn4",2008,NA,NA,NA,NA,NA,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3785","GETTkn4",2009,NA,NA,NA,NA,NA,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3786","GETTkn4",2010,NA,NA,NA,NA,NA,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3787","GETTkn4",2011,NA,NA,NA,NA,NA,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3777","GETTkn4",2012,5,56,60,6.2,4.3,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3788","GETTkn4",2013,NA,NA,NA,NA,NA,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3778","GETTkn4",2014,0,0,37,4,2,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3779","GETTkn4",2015,0,0,100,9.6,3.5,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3780","GETTkn4",2016,0,64,37,5,3.5,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3781","GETTkn4",2017,0,63,50,4.6,2.8,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3782","GETTkn4",2018,0,38,69,7,3.8,"GET",39.79373,-77.24762,9,39.8026573719008,"PA","-3.02"
"3812","GETTkn7",2004,NA,NA,NA,NA,NA,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3804","GETTkn7",2005,5,18,33,25.8,3.7,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3805","GETTkn7",2006,3,6,30,15.2,3.6,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3806","GETTkn7",2007,0,11,23,17.8,3.3,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3813","GETTkn7",2008,NA,NA,NA,NA,NA,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3814","GETTkn7",2009,NA,NA,NA,NA,NA,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3815","GETTkn7",2010,NA,NA,NA,NA,NA,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3816","GETTkn7",2011,NA,NA,NA,NA,NA,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3807","GETTkn7",2012,0,10,34,25,4,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3817","GETTkn7",2013,NA,NA,NA,NA,NA,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3808","GETTkn7",2014,0,0,31,19.5,2.3,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3809","GETTkn7",2015,0,0,86,67,6.8,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3810","GETTkn7",2016,0,13,22,33,2.1,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3811","GETTkn7",2017,0,3,31,26.4,3,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3818","GETTkn7",2018,NA,NA,NA,NA,NA,"GET",39.791737,-77.24475,8,39.8026573719008,"PA","-3.02"
"3763","GETTkn3",2004,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3759","GETTkn3",2005,0,0,48,72.1,46,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3764","GETTkn3",2006,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3765","GETTkn3",2007,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3766","GETTkn3",2008,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3767","GETTkn3",2009,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3768","GETTkn3",2010,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3769","GETTkn3",2011,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3770","GETTkn3",2012,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3771","GETTkn3",2013,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3772","GETTkn3",2014,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3760","GETTkn3",2015,0,0,35,57.5,42.8,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3761","GETTkn3",2016,0,0,24,66.4,29.4,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3762","GETTkn3",2017,0,0,21,114,32.4,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3773","GETTkn3",2018,NA,NA,NA,NA,NA,"GET",39.79139,-77.27346,4,39.8026573719008,"PA","-3.02"
"3722","GETTkn14",2004,NA,NA,NA,NA,NA,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3714","GETTkn14",2005,0,3,19,8.3,2.9,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3715","GETTkn14",2006,0,0,11,6.5,2.8,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3716","GETTkn14",2007,0,0,18,13.7,2.2,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3723","GETTkn14",2008,NA,NA,NA,NA,NA,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3724","GETTkn14",2009,NA,NA,NA,NA,NA,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3725","GETTkn14",2010,NA,NA,NA,NA,NA,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3726","GETTkn14",2011,NA,NA,NA,NA,NA,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3717","GETTkn14",2012,0,38,40,19.5,2.6,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3727","GETTkn14",2013,NA,NA,NA,NA,NA,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3728","GETTkn14",2014,NA,NA,NA,NA,NA,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3718","GETTkn14",2015,0,0,37,2.7,2.6,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3719","GETTkn14",2016,0,23,29,3,2,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
"3720","GETTkn14",2017,1,12,31,2.3,2,"GET",39.78559,-77.24685,8,39.8026573719008,"PA","-3.02"
